name,age,gender,caste,religion,occupation,education,annual_income,marital_status,district,family_size,ration_card_type,disability_status,bank_account,land_ownership,land_holding_acres,recommended_scheme
Balu,57,Female,BC,Christian,Farmer,5th Pass,181346.97,Married,Salem,5.0,BPL,No,Yes,Yes,1.78,Free Borewell Scheme for Farmers
Lakshmi,38,Male,SC,Muslim,Farmer,5th Pass,109882.49,Married,Namakkal,2.0,APL,No,Yes,Yes,1.86,Crop Insurance Scheme (PMFBY)
Nithya,41,Male,BC,Muslim,Farmer,5th Pass,476516.35,Married,Tiruchirappalli,2.0,BPL,No,Yes,Yes,4.56,Kisan Credit Card Scheme
Meena,30,Female,SC,Others,Farmer,8th Pass,71121.87,Married,Dindigul,7.0,BPL,No,Yes,Yes,1.56,Solar Pump Scheme for Farmers
Karthik,53,Female,BC,Hindu,Farmer,8th Pass,253069.35,Married,Chennai,4.0,BPL,No,Yes,Yes,1.54,Coconut Development Board Subsidy
Selvam,18,Male,ST,Christian,Fisher,No Formal Education,66340.56,Married,Tirunelveli,4.0,BPL,No,,No,0.0,Free Boat and Net Scheme
Rekha,23,Male,MBC,Others,Fisher,Graduate,122494.18,,Dindigul,3.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
,52,Male,ST,Others,Fisher,No Formal Education,90445.13,Married,Dindigul,2.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Kavitha,47,Male,MBC,Hindu,Fisher,12th Pass,91014.92,Married,Cuddalore,3.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Sumathy,10,Female,BC,Muslim,Student,No Formal Education,100991.39,Single,Tirunelveli,3.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Venkat,22,Female,ST,Hindu,Student,12th Pass,140576.62,Single,Vellore,5.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
Vijay,21,Female,MBC,Christian,Student,10th Pass,153586.35,Single,Virudhunagar,2.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Sumathy,28,Male,OC,Hindu,Unemployed,,153733.2,Single,Tiruchirappalli,4.0,BPL,No,,No,0.0,CM Internship Programme
Selvam,21,Male,BC,Hindu,Unemployed,Post Graduate,71235.91,Single,Coimbatore,2.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Venkat,17,Female,MBC,Hindu,Student,Post Graduate,75844.67,Single,Sivaganga,2.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Rekha,24,Male,SC,Christian,Student,,177189.37,Single,Coimbatore,4.0,APL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Rajan,60,Male,SC,Others,Farmer,5th Pass,33640.34,Married,Dindigul,7.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Lakshmi,23,Female,SC,Muslim,Student,Post Graduate,112356.82,Single,Thanjavur,6.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Selvam,28,Female,SC,Hindu,Self-employed,,112955.26,Single,Salem,5.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Balu,35,Female,SC,Others,Employee,12th Pass,489464.17,Married,Sivaganga,4.0,APL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Arjun,27,Female,MBC,Muslim,Unemployed,Graduate,70884.26,Widowed,Kancheepuram,,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Murugan,52,Male,ST,,Student,,84583.27,Single,Virudhunagar,4.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Kavitha,33,Female,ST,Christian,Unemployed,No Formal Education,,Single,Dindigul,1.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Anitha,16,Male,SC,Hindu,Student,5th Pass,22189.48,Single,Salem,5.0,BPL,Yes,No,No,0.0,Special School Assistance
Kumar,16,Female,SC,Muslim,Student,12th Pass,169897.32,Single,Madurai,5.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Balu,37,Male,BC,Christian,Unemployed,,25730.43,Married,Kancheepuram,4.0,BPL,No,Yes,No,0.0,Self-Employment Loan Scheme (NEEDS)
Sumathy,37,Female,MBC,Others,Unorganised Worker,8th Pass,99898.0,Married,Ramanathapuram,2.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Rajan,26,Female,ST,Muslim,Construction Worker,8th Pass,88689.92,Married,Salem,3.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Arjun,47,Male,SC,Others,Toddy Tapper,8th Pass,76223.04,Married,Thoothukudi,,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
,76,Female,BC,,Unemployed,No Formal Education,182870.55,Married,Erode,2.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Kumar,70,Female,OC,Hindu,Homemaker,12th Pass,58118.51,Widowed,,3.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Sangeetha,73,Female,BC,Christian,Homemaker,5th Pass,383509.69,Single,Namakkal,3.0,APL,No,Yes,No,,CMCHIS – Chief Minister's Health Insurance
Kavitha,35,Female,SC,Hindu,Construction Worker,Graduate,106682.91,Married,Nagapattinam,5.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Kavitha,32,Female,SC,Hindu,Unorganised Worker,No Formal Education,56255.95,Married,Erode,5.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Murugan,59,Female,OC,Hindu,Employee,Graduate,232721.31,Married,Villupuram,5.0,BPL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Selvam,66,Female,BC,Others,Farmer,12th Pass,271859.89,Married,Tiruchirappalli,3.0,BPL,No,Yes,No,0.0,Amma Mini Clinic
Selvam,21,Female,SC,Hindu,Student,10th Pass,41345.78,Single,Nagapattinam,3.0,APL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Rajan,48,Male,SC,Christian,Self-employed,Graduate,136143.76,Married,Sivaganga,4.0,APL,No,Yes,No,0.0,MSME Subsidy Scheme
Sangeetha,22,Female,BC,Hindu,Homemaker,8th Pass,122493.27,Married,Erode,4.0,BPL,,Yes,No,0.0,Micro Credit for Women SHGs
,67,Female,BC,Others,Farmer,10th Pass,96498.14,Married,Erode,2.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Balu,34,Male,ST,Hindu,Homemaker,8th Pass,73104.85,Married,Villupuram,6.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Rajan,26,Male,ST,Others,Construction Worker,Graduate,195763.41,Married,Villupuram,5.0,APL,No,Yes,No,0.0,Amma Canteen Scheme
Vijay,47,Female,SC,Others,Farmer,Post Graduate,448590.21,Married,Dindigul,2.0,APL,No,Yes,No,1.35,Chief Minister's Green Tamil Nadu Mission
Selvam,51,Female,ST,Hindu,Homemaker,5th Pass,149673.31,Married,Nagapattinam,5.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Arjun,21,Female,SC,Christian,Employee,Post Graduate,139666.05,Single,Tiruchirappalli,3.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Meena,22,Female,BC,Hindu,Homemaker,No Formal Education,48245.95,Married,Virudhunagar,4.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
,27,Female,MBC,Christian,Homemaker,10th Pass,77477.27,Married,Dindigul,3.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Sangeetha,22,Female,SC,Hindu,Student,Post Graduate,46013.33,Single,Sivaganga,5.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Geetha,26,Female,ST,Muslim,Homemaker,Graduate,75748.73,Married,Krishnagiri,5.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Sangeetha,32,Female,SC,Christian,Homemaker,5th Pass,16866.42,Married,Virudhunagar,5.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Kavitha,26,Male,MBC,Muslim,Farmer,10th Pass,,Single,Virudhunagar,3.0,APL,No,Yes,Yes,1.63,PM Kisan Samman Nidhi
Lakshmi,41,Female,SC,Muslim,Farmer,8th Pass,70918.42,Married,Sivaganga,5.0,BPL,No,Yes,Yes,2.79,Free Distribution of Seeds and Fertilizers
Venkat,42,Male,BC,Hindu,Farmer,Post Graduate,131892.22,Married,Ramanathapuram,5.0,BPL,No,Yes,Yes,2.98,Free Borewell Scheme for Farmers
Nithya,45,Female,OC,Christian,Farmer,10th Pass,40982.8,Married,Nagapattinam,2.0,APL,No,Yes,Yes,4.28,Crop Insurance Scheme (PMFBY)
Balu,26,Female,SC,Others,Farmer,Post Graduate,270766.16,Married,Chennai,4.0,APL,No,Yes,Yes,1.58,Kisan Credit Card Scheme
Anitha,39,Male,BC,,Farmer,Post Graduate,133981.83,Married,Virudhunagar,5.0,BPL,No,Yes,Yes,1.59,Solar Pump Scheme for Farmers
Karthik,56,Male,SC,Christian,Farmer,5th Pass,254631.42,Married,Erode,3.0,BPL,No,Yes,Yes,4.18,Coconut Development Board Subsidy
Rekha,45,Male,SC,Muslim,Fisher,12th Pass,94710.79,Married,Krishnagiri,6.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Karthik,51,Male,SC,Hindu,Fisher,Post Graduate,34854.58,Married,Namakkal,4.0,APL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Geetha,31,Male,ST,Muslim,Fisher,5th Pass,73649.65,Married,Villupuram,6.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Venkat,47,Male,SC,Muslim,Fisher,Graduate,35357.76,Married,Tiruchirappalli,3.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
,12,Female,MBC,Muslim,Student,No Formal Education,44661.04,Single,Nagapattinam,6.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Meena,19,Female,ST,,Student,Post Graduate,110441.89,Single,Vellore,5.0,BPL,No,Yes,No,0.0,Free Laptop Scheme
Divya,18,Female,BC,Hindu,Student,10th Pass,116875.54,Single,Ramanathapuram,5.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Divya,29,Female,MBC,Christian,Unemployed,Post Graduate,75845.72,Single,Vellore,4.0,APL,No,Yes,No,0.0,CM Internship Programme
Sangeetha,24,Female,MBC,Others,Unemployed,Graduate,58809.0,Single,Namakkal,6.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Venkat,5,Female,SC,Hindu,Student,Graduate,73035.96,Single,Virudhunagar,5.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Nithya,24,Male,SC,Others,Student,10th Pass,,Single,Coimbatore,3.0,APL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Nithya,59,Female,SC,Others,Farmer,Graduate,16726.42,Married,Erode,5.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Karthik,14,Female,SC,Hindu,Student,12th Pass,145053.02,Single,Krishnagiri,5.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Divya,24,Female,SC,Christian,Self-employed,12th Pass,52981.1,Single,Salem,2.0,APL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Divya,26,Male,SC,Muslim,Self-employed,Post Graduate,308377.08,Married,Sivaganga,4.0,BPL,No,Yes,No,,Inter-Caste Marriage Incentive
Vijay,72,Male,MBC,Hindu,Unorganised Worker,Post Graduate,72831.89,Married,Thoothukudi,5.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Meena,6,Male,ST,Christian,Homemaker,No Formal Education,77609.15,Widowed,Thanjavur,2.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Geetha,29,Male,MBC,Others,Homemaker,12th Pass,34694.37,Married,Virudhunagar,1.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Vijay,18,Female,BC,Muslim,Student,10th Pass,29763.15,Single,Thanjavur,6.0,BPL,Yes,No,No,0.0,Special School Assistance
,19,Female,BC,Others,Student,12th Pass,183308.34,Single,Virudhunagar,2.0,BPL,No,Yes,No,0.0,CM Youth Sports Incentive
Meena,37,Male,MBC,Hindu,Unemployed,12th Pass,25505.57,Single,Thoothukudi,6.0,BPL,No,,No,,Self-Employment Loan Scheme (NEEDS)
Lakshmi,39,Male,SC,Christian,Unorganised Worker,8th Pass,126857.3,Married,Coimbatore,5.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
Anitha,47,Male,BC,Muslim,Construction Worker,10th Pass,119216.33,Married,Tirunelveli,5.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Divya,47,Male,ST,Muslim,Toddy Tapper,No Formal Education,89976.71,Married,Dindigul,4.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Anitha,63,Male,MBC,Others,Unemployed,12th Pass,188440.24,Married,Ramanathapuram,,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Meena,62,Female,OC,Others,Unorganised Worker,No Formal Education,19068.52,Widowed,Thoothukudi,3.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Rekha,46,Female,SC,Others,Self-employed,12th Pass,294265.57,Single,Virudhunagar,4.0,APL,No,Yes,No,0.87,CMCHIS – Chief Minister's Health Insurance
,61,Male,SC,Hindu,Farmer,12th Pass,96897.22,Married,Sivaganga,6.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Karthik,58,Female,MBC,Muslim,Unorganised Worker,12th Pass,89831.4,Married,Krishnagiri,2.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Sumathy,33,Male,MBC,Christian,Employee,Post Graduate,297518.33,Married,Ramanathapuram,2.0,APL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
Anitha,70,Female,MBC,Muslim,Homemaker,Post Graduate,66205.2,Single,Ramanathapuram,3.0,APL,No,Yes,No,0.0,Amma Mini Clinic
Meena,25,Female,BC,Hindu,Student,Graduate,92572.15,Single,Erode,4.0,BPL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Karthik,41,Female,OC,Others,Self-employed,12th Pass,331811.9,Married,Tiruchirappalli,2.0,BPL,No,Yes,No,0.0,MSME Subsidy Scheme
,26,Female,ST,Hindu,Homemaker,8th Pass,24637.37,Married,Namakkal,3.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Meena,65,Male,SC,Hindu,Homemaker,No Formal Education,38677.84,Married,Tiruchirappalli,2.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Arjun,25,Male,SC,Christian,Homemaker,12th Pass,46633.33,Married,Cuddalore,3.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Rajan,19,Female,SC,Christian,Employee,Post Graduate,181254.88,Married,Thoothukudi,3.0,BPL,No,Yes,No,0.0,Amma Canteen Scheme
Murugan,34,Male,SC,Others,Self-employed,10th Pass,120471.77,Single,Villupuram,5.0,BPL,No,Yes,No,0.52,Chief Minister's Green Tamil Nadu Mission
Nithya,51,Female,ST,Muslim,Homemaker,8th Pass,76159.06,Married,Nagapattinam,6.0,APL,No,,No,0.0,Kalaignar Magalir Urimai Thogai
Venkat,41,Female,MBC,Muslim,Employee,12th Pass,228829.01,Single,Thanjavur,5.0,BPL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Sumathy,32,Female,SC,Christian,Homemaker,12th Pass,21044.84,Married,Cuddalore,4.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Priya,19,Female,MBC,Hindu,Homemaker,No Formal Education,161818.72,Married,Dindigul,4.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Rajan,23,Female,ST,Hindu,Student,10th Pass,69348.14,Single,Namakkal,5.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Venkat,38,Female,BC,Hindu,Homemaker,Post Graduate,39128.56,Married,Virudhunagar,5.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Karthik,37,Female,ST,Others,Homemaker,12th Pass,47250.24,Married,Thoothukudi,4.0,,No,Yes,No,0.0,Free Sewing Machine Scheme
Kumar,52,Male,MBC,Hindu,Farmer,12th Pass,144390.07,Single,Erode,2.0,APL,No,Yes,Yes,2.33,PM Kisan Samman Nidhi
Sumathy,42,Female,BC,Muslim,Farmer,8th Pass,109123.2,Married,Virudhunagar,5.0,BPL,No,Yes,Yes,2.44,Free Distribution of Seeds and Fertilizers
Venkat,39,Female,MBC,Others,Farmer,8th Pass,90572.5,Married,Coimbatore,3.0,BPL,No,Yes,Yes,2.17,Free Borewell Scheme for Farmers
Selvam,51,Female,OC,Hindu,Farmer,5th Pass,49560.48,,Thanjavur,2.0,APL,No,Yes,Yes,2.7,Crop Insurance Scheme (PMFBY)
Sangeetha,29,Male,SC,Muslim,Farmer,10th Pass,54826.94,Married,Cuddalore,6.0,APL,No,Yes,Yes,3.99,Kisan Credit Card Scheme
Sangeetha,58,Male,SC,Christian,Farmer,No Formal Education,125886.72,Married,Vellore,4.0,BPL,No,Yes,Yes,1.59,Solar Pump Scheme for Farmers
Murugan,33,Male,BC,Muslim,Farmer,Post Graduate,211871.45,Married,Villupuram,3.0,APL,No,Yes,Yes,4.52,Coconut Development Board Subsidy
Karthik,41,Male,ST,,Fisher,Post Graduate,55323.49,Married,Ramanathapuram,5.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Selvam,56,Male,SC,Others,Fisher,No Formal Education,104489.34,Married,Krishnagiri,4.0,BPL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Rekha,24,Male,ST,Hindu,Fisher,Post Graduate,89583.26,Married,Coimbatore,5.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Murugan,18,Male,MBC,Others,Fisher,No Formal Education,84418.05,Married,Tiruchirappalli,2.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Murugan,8,Female,SC,Hindu,Student,No Formal Education,103429.94,Single,Thoothukudi,4.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Murugan,20,Female,ST,Others,Student,12th Pass,90528.79,Single,Ramanathapuram,,BPL,,Yes,No,0.0,Free Laptop Scheme
Kavitha,24,Female,MBC,Muslim,Student,Graduate,159466.5,Single,Virudhunagar,4.0,BPL,No,Yes,No,,Pudhumai Penn Scheme
,29,Female,BC,Hindu,Unemployed,Post Graduate,73912.17,Single,Thanjavur,2.0,APL,No,Yes,No,0.0,CM Internship Programme
Priya,26,Male,BC,Christian,Unemployed,Graduate,59973.48,Single,Krishnagiri,6.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Venkat,18,Female,SC,Christian,Student,12th Pass,132125.37,Single,Salem,3.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Priya,21,Male,SC,Hindu,Student,10th Pass,38052.45,,Namakkal,3.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Anitha,51,Female,SC,Hindu,Farmer,No Formal Education,53051.25,Married,Dindigul,6.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Rajan,19,Male,SC,Others,Student,No Formal Education,177930.52,Single,Virudhunagar,5.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Sangeetha,34,Male,SC,Others,Self-employed,10th Pass,99086.63,Married,Ramanathapuram,3.0,BPL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
Geetha,45,Female,SC,Hindu,Employee,Graduate,187221.87,Married,Sivaganga,4.0,BPL,No,Yes,No,0.0,Inter-Caste Marriage Incentive
Meena,42,Female,OC,Hindu,Homemaker,No Formal Education,78915.23,Single,Dindigul,4.0,BPL,Yes,Yes,No,0.0,Disability Pension Scheme
Kumar,32,Female,BC,Others,Student,5th Pass,48002.57,Widowed,Villupuram,2.0,BPL,Yes,Yes,No,0.0,Free Tricycle and Aids Scheme
Rajan,44,Male,SC,Hindu,Homemaker,8th Pass,38258.5,Married,Tirunelveli,3.0,BPL,Yes,Yes,No,0.0,Transgender Welfare Scheme
Balu,7,Male,BC,Christian,Student,Graduate,57291.37,Single,Thanjavur,2.0,BPL,Yes,No,No,0.0,Special School Assistance
Anitha,17,Female,BC,Christian,Student,Post Graduate,34815.1,Single,Namakkal,2.0,APL,No,Yes,No,0.0,CM Youth Sports Incentive
,42,Female,SC,Muslim,Unemployed,Graduate,57711.02,Married,Chennai,3.0,BPL,No,Yes,No,,Self-Employment Loan Scheme (NEEDS)
Divya,42,Female,BC,Christian,Unorganised Worker,10th Pass,80839.27,Married,Salem,6.0,BPL,No,Yes,No,0.0,Unorganised Workers Welfare Scheme
,41,Male,SC,Muslim,Construction Worker,8th Pass,65279.46,Married,Erode,4.0,BPL,No,Yes,No,0.0,Construction Workers Welfare Scheme
Rekha,48,Male,ST,Hindu,Toddy Tapper,8th Pass,42609.14,Married,Virudhunagar,2.0,BPL,No,Yes,No,0.0,TASMAC Toddy Tappers Welfare Scheme
Lakshmi,76,Female,SC,Others,Farmer,10th Pass,70998.64,Widowed,Nagapattinam,2.0,BPL,No,Yes,No,0.0,Old Age Pension Scheme (IGNOAPS)
Anitha,63,Female,SC,Others,Unorganised Worker,Post Graduate,22971.4,Widowed,Namakkal,4.0,BPL,No,Yes,No,0.0,Widow Pension Scheme
Geetha,35,Female,MBC,Muslim,Homemaker,No Formal Education,302774.04,Married,Chennai,5.0,BPL,No,Yes,No,2.89,CMCHIS – Chief Minister's Health Insurance
Selvam,41,Male,BC,Others,Homemaker,Post Graduate,149518.41,Married,Namakkal,4.0,BPL,No,Yes,No,0.0,Free Ration Scheme (PDS)
Balu,59,Male,ST,Muslim,Unorganised Worker,No Formal Education,241768.17,Married,Villupuram,3.0,BPL,No,Yes,No,0.0,PMAY (Pradhan Mantri Awas Yojana)
Kavitha,38,Male,OC,Hindu,Employee,10th Pass,124757.97,Married,Tirunelveli,4.0,BPL,No,Yes,No,0.0,Tamil Nadu Housing Board Scheme
,57,Male,MBC,Muslim,Construction Worker,Post Graduate,55239.95,Married,Thanjavur,4.0,BPL,No,Yes,No,0.0,Amma Mini Clinic
Meena,28,Female,MBC,Others,Student,Graduate,176708.47,Single,Ramanathapuram,2.0,BPL,No,Yes,No,0.0,Moovalur Ramamirtham Ammaiyar Higher Education Scheme
Vijay,29,Male,BC,,Self-employed,Graduate,398003.68,Married,Cuddalore,4.0,BPL,No,Yes,No,0.0,MSME Subsidy Scheme
Rajan,19,Female,SC,Others,Homemaker,No Formal Education,76718.48,Married,Ramanathapuram,2.0,BPL,No,Yes,No,0.0,Micro Credit for Women SHGs
Nithya,39,Female,MBC,Muslim,Farmer,Graduate,137156.58,Married,Coimbatore,2.0,BPL,No,Yes,No,0.0,Anaithu Grama Anna Marumalarchi Thittam
Murugan,58,Female,ST,Others,Homemaker,Post Graduate,29966.31,Married,Villupuram,7.0,BPL,No,Yes,No,0.0,Free Colour TV Scheme
Balu,35,Male,OC,Christian,Unorganised Worker,10th Pass,,Married,Madurai,1.0,BPL,No,Yes,No,0.0,Amma Canteen Scheme
,28,Female,BC,Christian,Student,5th Pass,23134.8,Single,Ramanathapuram,6.0,APL,No,Yes,Yes,1.84,Chief Minister's Green Tamil Nadu Mission
,26,Female,ST,Muslim,Homemaker,10th Pass,101635.33,Married,Sivaganga,5.0,APL,No,Yes,No,0.0,Kalaignar Magalir Urimai Thogai
Murugan,36,Female,SC,Hindu,Employee,Post Graduate,84502.4,Single,Salem,3.0,APL,No,Yes,No,0.0,Amma Two Wheeler Scheme
Nithya,34,Female,SC,Others,Homemaker,10th Pass,139361.14,Married,Nagapattinam,5.0,BPL,No,Yes,No,0.0,Tamil Nadu Maternity Benefit Scheme
Divya,41,Female,SC,Others,Homemaker,Post Graduate,179712.67,Married,Thanjavur,3.0,BPL,No,Yes,No,0.0,Dr. Muthulakshmi Reddy Maternity Benefit Scheme
Rekha,23,Female,MBC,Others,Student,12th Pass,133828.2,Single,Erode,5.0,BPL,No,Yes,No,0.0,Marriage Assistance Scheme (Moovalur)
Nithya,19,Female,BC,Christian,Homemaker,Graduate,90550.66,Married,Coimbatore,3.0,BPL,No,Yes,No,0.0,Cradle Baby Scheme
Anitha,30,Female,SC,Hindu,Homemaker,Post Graduate,63370.9,Married,Cuddalore,3.0,BPL,No,Yes,No,0.0,Free Sewing Machine Scheme
Lakshmi,25,Male,MBC,Christian,Farmer,12th Pass,98435.26,Single,Villupuram,,APL,No,Yes,Yes,1.41,PM Kisan Samman Nidhi
Anitha,39,Female,BC,Muslim,Farmer,Post Graduate,132700.5,Married,Chennai,5.0,BPL,No,Yes,Yes,0.64,Free Distribution of Seeds and Fertilizers
Geetha,55,Male,BC,Christian,Farmer,Post Graduate,37598.24,Married,Sivaganga,6.0,BPL,No,Yes,Yes,2.94,Free Borewell Scheme for Farmers
Kumar,22,Female,MBC,Hindu,Farmer,5th Pass,57028.44,Married,Sivaganga,2.0,APL,No,Yes,Yes,4.92,Crop Insurance Scheme (PMFBY)
Karthik,51,Female,MBC,Others,Farmer,5th Pass,281095.37,Married,Virudhunagar,6.0,APL,No,Yes,Yes,3.06,Kisan Credit Card Scheme
Murugan,28,Female,BC,Muslim,Farmer,No Formal Education,102201.61,Married,Nagapattinam,7.0,BPL,No,Yes,Yes,3.62,Solar Pump Scheme for Farmers
Geetha,60,Female,SC,Others,Farmer,10th Pass,127170.84,Married,Tiruchirappalli,5.0,APL,No,Yes,Yes,4.91,Coconut Development Board Subsidy
Meena,31,Male,MBC,Others,Fisher,5th Pass,53748.25,Married,Erode,4.0,BPL,No,Yes,No,0.0,Free Boat and Net Scheme
Geetha,23,Male,MBC,Hindu,Fisher,Graduate,46873.28,Married,Dindigul,6.0,BPL,No,Yes,No,0.0,Fishermen Accident Relief Scheme
Arjun,49,Male,BC,Hindu,Fisher,Graduate,78476.9,,Dindigul,6.0,BPL,No,Yes,No,0.0,Fishermen Housing Scheme
Sangeetha,49,Male,SC,Muslim,Fisher,Post Graduate,81006.43,Married,Krishnagiri,2.0,BPL,No,Yes,No,0.0,Fishermen Saving-cum-Relief Scheme
Sangeetha,12,Male,ST,Muslim,Student,No Formal Education,41599.66,Single,Thanjavur,3.0,BPL,No,No,No,0.0,Chief Minister's Breakfast Scheme
Kavitha,18,Female,OC,Muslim,Student,Graduate,107104.71,Single,Thoothukudi,6.0,,No,Yes,No,0.0,Free Laptop Scheme
Sangeetha,18,Female,BC,Others,Student,12th Pass,142479.6,Single,Ramanathapuram,4.0,APL,No,Yes,No,0.0,Pudhumai Penn Scheme
Murugan,23,Female,MBC,Others,Unemployed,Graduate,258990.74,Single,Chennai,5.0,BPL,No,Yes,No,0.0,CM Internship Programme
Anitha,31,Female,MBC,Others,Unemployed,Graduate,48483.28,Single,Sivaganga,6.0,BPL,No,Yes,No,0.0,SEED Scheme (Educated Unemployed)
Kavitha,14,Female,ST,Christian,Student,5th Pass,,Single,Villupuram,6.0,BPL,No,No,No,0.0,Free Bus Pass for Students
Rekha,25,Female,SC,Muslim,Student,Graduate,48545.12,Single,Coimbatore,4.0,BPL,No,Yes,No,0.0,Dr. Ambedkar Law Entrance Scholarship
Kumar,22,Female,SC,Hindu,Farmer,Graduate,67129.07,Married,Erode,6.0,BPL,No,Yes,No,0.0,Free Housing Scheme (SC/ST)
Kumar,12,Female,SC,Others,Student,Graduate,122725.57,Single,Coimbatore,6.0,APL,No,Yes,No,0.0,Adi Dravidar Welfare Scholarship
Nithya,35,Female,SC,Muslim,Self-employed,Graduate,140772.72,Married,Dindigul,2.0,APL,No,Yes,No,0.0,SC/ST Entrepreneur Support Scheme
